contract_id,gt_classes,pred_classes,tp_classes,fp_classes,fn_classes,runtime_seconds,gt_reentrancy,pred_reentrancy,gt_access_control,pred_access_control,gt_timestamp_dependency,pred_timestamp_dependency,model,skipped_llm,slither_in_scope,confirmed,rejected,total_tokens,error
reentrancy/reentrancy_dao.sol,reentrancy,,,,reentrancy,2.206,1,0,0,0,0,0,gpt4o,0,reentrancy,,,0,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service)."
reentrancy/reentrancy_insecure.sol,reentrancy,,,,reentrancy,53.929,1,0,0,0,0,0,gpt4o,0,reentrancy,,,0,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service)."
reentrancy/reentrancy_simple.sol,reentrancy,,,,reentrancy,2.209,1,0,0,0,0,0,gpt4o,0,reentrancy,,,0,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service)."
reentrancy/simple_dao.sol,reentrancy,,,,reentrancy,2.053,1,0,0,0,0,0,gpt4o,0,reentrancy,,,0,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service)."
reentrancy/spank_chain_payment.sol,reentrancy,,,,reentrancy,0.634,1,0,0,0,0,0,gpt4o,0,reentrancy|timestamp_dependency,,,0,"Error code: 413 - {'error': {'code': 'tokens_limit_reached', 'message': 'Request body too large for gpt-4o model. Max size: 8000 tokens.', 'details': 'Request body too large for gpt-4o model. Max size: 8000 tokens.'}}"
time_manipulation/ether_lotto.sol,timestamp_dependency,,,,timestamp_dependency,2.055,0,0,0,0,1,0,gpt4o,0,reentrancy|timestamp_dependency,,,0,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service)."
time_manipulation/governmental_survey.sol,timestamp_dependency,,,,timestamp_dependency,53.299,0,0,0,0,1,0,gpt4o,0,reentrancy|timestamp_dependency,,,0,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service)."
time_manipulation/lottopollo.sol,timestamp_dependency,,,,timestamp_dependency,2.048,0,0,0,0,1,0,gpt4o,0,timestamp_dependency,,,0,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service)."
time_manipulation/roulette.sol,timestamp_dependency,,,,timestamp_dependency,2.28,0,0,0,0,1,0,gpt4o,0,timestamp_dependency,,,0,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service)."
time_manipulation/timed_crowdsale.sol,timestamp_dependency,,,,timestamp_dependency,2.102,0,0,0,0,1,0,gpt4o,0,timestamp_dependency,,,0,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service)."
