contract_id,gt_classes,pred_classes,tp_classes,fp_classes,fn_classes,runtime_seconds,gt_reentrancy,pred_reentrancy,gt_access_control,pred_access_control,gt_timestamp_dependency,pred_timestamp_dependency,model,use_moderator,skipped,reentrancy_spec,access_control_spec,timestamp_dependency_spec,specialist_union,moderator_classes,moderator_error,reentrancy_spec_tokens,access_control_spec_tokens,timestamp_dependency_spec_tokens,moderator_tokens,total_tokens
access_control/wallet_03_wrong_constructor.sol,access_control,access_control|reentrancy,access_control,reentrancy,,49.72,0,1,1,1,0,0,gpt4o-mini,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy|access_control,,558,571,507,798,2434
access_control/wallet_04_confused_sign.sol,access_control,access_control|reentrancy,access_control,reentrancy,,4.692,0,1,1,1,0,0,gpt4o-mini,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy|access_control,,563,568,512,787,2430
reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,reentrancy,access_control|reentrancy|timestamp_dependency,reentrancy,access_control|timestamp_dependency,,6.654,1,1,0,1,0,1,gpt4o-mini,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,reentrancy|access_control|timestamp_dependency,,752,869,763,1271,3655
reentrancy/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,45.57,1,1,0,0,0,1,gpt4o-mini,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",639,0,647,0,1286
reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,reentrancy,,,,reentrancy,4.52,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,reentrancy,,,,reentrancy,57.345,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,reentrancy,,,,reentrancy,56.966,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,reentrancy,,,,reentrancy,4.481,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,reentrancy,,,,reentrancy,58.032,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,reentrancy,,,,reentrancy,4.721,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,reentrancy,,,,reentrancy,56.76,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0x8c7777c45481dba411450c228cb692ac3d550344.sol,reentrancy,,,,reentrancy,4.893,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,reentrancy,,,,reentrancy,56.249,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0x941d225236464a25eb18076df7da6a91d0f95e9e.sol,reentrancy,,,,reentrancy,57.046,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,reentrancy,,,,reentrancy,4.246,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,reentrancy,,,,reentrancy,59.332,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,reentrancy,,,,reentrancy,57.153,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol,reentrancy,,,,reentrancy,5.05,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f.sol,reentrancy,,,,reentrancy,58.286,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,reentrancy,,,,reentrancy,4.343,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,reentrancy,,,,reentrancy,54.635,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,reentrancy,,,,reentrancy,4.406,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/etherbank.sol,reentrancy,,,,reentrancy,56.523,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/etherstore.sol,reentrancy,,,,reentrancy,4.334,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/modifier_reentrancy.sol,reentrancy,,,,reentrancy,54.532,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/reentrance.sol,reentrancy,,,,reentrancy,4.319,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/reentrancy_bonus.sol,reentrancy,,,,reentrancy,57.354,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/reentrancy_cross_function.sol,reentrancy,,,,reentrancy,58.898,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/reentrancy_dao.sol,reentrancy,,,,reentrancy,4.545,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/reentrancy_insecure.sol,reentrancy,,,,reentrancy,58.019,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/reentrancy_simple.sol,reentrancy,,,,reentrancy,4.545,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/simple_dao.sol,reentrancy,,,,reentrancy,56.312,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
reentrancy/spank_chain_payment.sol,reentrancy,,,,reentrancy,1.33,1,0,0,0,0,0,gpt4o-mini,1,0,,,,,,"Error code: 413 - {'error': {'code': 'tokens_limit_reached', 'message': 'Request body too large for gpt-4o-mini model. Max size: 8000 tokens.', 'details': 'Request body too large for gpt-4o-mini model. Max size: 8000 tokens.'}}",0,0,0,0,0
time_manipulation/ether_lotto.sol,timestamp_dependency,,,,timestamp_dependency,54.977,0,0,0,0,1,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
time_manipulation/governmental_survey.sol,timestamp_dependency,,,,timestamp_dependency,4.695,0,0,0,0,1,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
time_manipulation/lottopollo.sol,timestamp_dependency,,,,timestamp_dependency,58.408,0,0,0,0,1,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
time_manipulation/roulette.sol,timestamp_dependency,,,,timestamp_dependency,4.709,0,0,0,0,1,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
time_manipulation/timed_crowdsale.sol,timestamp_dependency,,,,timestamp_dependency,56.537,0,0,0,0,1,0,gpt4o-mini,1,0,,,,,,"Too many requests. For more on scraping GitHub and how it may affect your rights, please review our Terms of Service (https://docs.github.com/en/site-policy/github-terms/github-terms-of-service).",0,0,0,0,0
