contract_id,gt_classes,pred_classes,tp_classes,fp_classes,fn_classes,runtime_seconds,gt_reentrancy,pred_reentrancy,gt_access_control,pred_access_control,gt_timestamp_dependency,pred_timestamp_dependency,model,use_moderator,skipped,reentrancy_spec,access_control_spec,timestamp_dependency_spec,specialist_union,moderator_classes,moderator_error,reentrancy_spec_tokens,access_control_spec_tokens,timestamp_dependency_spec_tokens,moderator_tokens,total_tokens
access_control/wallet_03_wrong_constructor.sol,access_control,access_control,access_control,,,17.704,0,0,1,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,access_control,,929,763,531,1140,3363
access_control/wallet_04_confused_sign.sol,access_control,access_control,access_control,,,25.236,0,0,1,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,access_control,,1097,863,538,1249,3747
reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,reentrancy,access_control|reentrancy,reentrancy,access_control,,23.391,1,1,0,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy|access_control,,1175,1381,791,1663,5010
reentrancy/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol,reentrancy,reentrancy,reentrancy,,,8.999,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,,reentrancy,reentrancy,,880,742,694,883,3199
reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,reentrancy,access_control|reentrancy,reentrancy,access_control,,30.386,1,1,0,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy|access_control,,1589,1310,846,1951,5696
reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,reentrancy,access_control|reentrancy,reentrancy,access_control,,20.234,1,1,0,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy|access_control,,1111,1248,770,1462,4591
reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,reentrancy,access_control|reentrancy,reentrancy,access_control,,23.486,1,1,0,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy|access_control,,788,1345,770,1601,4504
reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,reentrancy,reentrancy,reentrancy,,,123.68,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy,,1131,2016,721,5627,9495
reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,17.478,1,1,0,0,0,1,gpt-5.5,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,880,799,1230,1211,4120
reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,reentrancy,access_control|reentrancy,reentrancy,access_control,,14.292,1,1,0,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy|access_control,,1214,1124,869,1162,4369
reentrancy/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,35.406,1,1,0,0,0,1,gpt-5.5,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,828,833,1212,2094,4967
reentrancy/0x8c7777c45481dba411450c228cb692ac3d550344.sol,reentrancy,reentrancy,reentrancy,,,10.017,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,,reentrancy,reentrancy,,928,774,719,876,3297
reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,24.65,1,1,0,0,0,1,gpt-5.5,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,941,812,1227,1490,4470
reentrancy/0x941d225236464a25eb18076df7da6a91d0f95e9e.sol,reentrancy,reentrancy,reentrancy,,,16.647,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy,,740,746,1188,1133,3807
reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,reentrancy,access_control|reentrancy|timestamp_dependency,reentrancy,access_control|timestamp_dependency,,27.494,1,1,0,1,0,1,gpt-5.5,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,reentrancy|access_control|timestamp_dependency,,1200,1343,1365,1874,5782
reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,reentrancy,access_control|reentrancy,reentrancy,access_control,,22.875,1,1,0,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy|access_control,,1140,1235,743,1614,4732
reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,reentrancy,reentrancy,reentrancy,,,7.871,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,,reentrancy,reentrancy,,742,773,705,866,3086
reentrancy/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol,reentrancy,reentrancy,reentrancy,,,12.03,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,,reentrancy,reentrancy,,909,723,691,923,3246
reentrancy/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f.sol,reentrancy,reentrancy,reentrancy,,,8.002,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,,reentrancy,reentrancy,,729,727,702,885,3043
reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,reentrancy,access_control|reentrancy|timestamp_dependency,reentrancy,access_control|timestamp_dependency,,33.569,1,1,0,1,0,1,gpt-5.5,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,reentrancy|access_control|timestamp_dependency,,1303,1322,1361,2371,6357
reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,reentrancy,reentrancy,reentrancy,,,23.729,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy,,1015,787,1203,1494,4499
reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,17.63,1,1,0,0,0,1,gpt-5.5,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,760,804,1114,1244,3922
reentrancy/etherbank.sol,reentrancy,reentrancy,reentrancy,,,10.529,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,,reentrancy,reentrancy,,773,578,458,709,2518
reentrancy/etherstore.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,20.99,1,1,0,0,0,1,gpt-5.5,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,596,591,861,1358,3406
reentrancy/modifier_reentrancy.sol,reentrancy,reentrancy,reentrancy,,,17.263,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,,reentrancy,reentrancy,,938,714,630,1253,3535
reentrancy/reentrance.sol,reentrancy,reentrancy,reentrancy,,,6.937,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,,reentrancy,reentrancy,,577,550,494,723,2344
reentrancy/reentrancy_bonus.sol,reentrancy,reentrancy,reentrancy,,,14.37,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,,reentrancy,reentrancy,,819,859,535,976,3189
reentrancy/reentrancy_cross_function.sol,reentrancy,reentrancy,reentrancy,,,9.697,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,,reentrancy,reentrancy,,669,570,490,791,2520
reentrancy/reentrancy_dao.sol,reentrancy,reentrancy,reentrancy,,,10.788,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,,reentrancy,reentrancy,,578,513,466,850,2407
reentrancy/reentrancy_insecure.sol,reentrancy,reentrancy,reentrancy,,,6.872,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,,reentrancy,reentrancy,,541,500,443,692,2176
reentrancy/reentrancy_simple.sol,reentrancy,reentrancy,reentrancy,,,7.999,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,,reentrancy,reentrancy,,562,510,489,720,2281
reentrancy/simple_dao.sol,reentrancy,reentrancy,reentrancy,,,6.344,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,,reentrancy,reentrancy,,529,475,445,679,2128
reentrancy/spank_chain_payment.sol,reentrancy,access_control|reentrancy|timestamp_dependency,reentrancy,access_control|timestamp_dependency,,153.325,1,1,0,1,0,1,gpt-5.5,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|access_control|timestamp_dependency,,9668,9512,10100,16667,45947
time_manipulation/ether_lotto.sol,timestamp_dependency,timestamp_dependency,timestamp_dependency,,,25.972,0,0,0,0,1,1,gpt-5.5,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,timestamp_dependency,,1668,730,775,1205,4378
time_manipulation/governmental_survey.sol,timestamp_dependency,timestamp_dependency,timestamp_dependency,,,30.101,0,0,0,0,1,1,gpt-5.5,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,timestamp_dependency,,1346,1102,1221,1653,5322
time_manipulation/lottopollo.sol,timestamp_dependency,timestamp_dependency,timestamp_dependency,,,44.245,0,0,0,0,1,1,gpt-5.5,1,0,,,timestamp_dependency,timestamp_dependency,timestamp_dependency,,920,819,922,1856,4517
time_manipulation/roulette.sol,timestamp_dependency,timestamp_dependency,timestamp_dependency,,,30.971,0,0,0,0,1,1,gpt-5.5,1,0,,,timestamp_dependency,timestamp_dependency,timestamp_dependency,,500,547,1093,1580,3720
time_manipulation/timed_crowdsale.sol,timestamp_dependency,timestamp_dependency,timestamp_dependency,,,8.834,0,0,0,0,1,1,gpt-5.5,1,0,,,timestamp_dependency,timestamp_dependency,timestamp_dependency,,401,429,516,704,2050
