contract_id,gt_classes,pred_classes,tp_classes,fp_classes,fn_classes,runtime_seconds,gt_reentrancy,pred_reentrancy,gt_access_control,pred_access_control,gt_timestamp_dependency,pred_timestamp_dependency,model,use_moderator,skipped,reentrancy_spec,access_control_spec,timestamp_dependency_spec,specialist_union,moderator_classes,moderator_error,reentrancy_spec_tokens,access_control_spec_tokens,timestamp_dependency_spec_tokens,moderator_tokens,total_tokens
access_control/rubixi.sol,access_control,reentrancy,,reentrancy,access_control,3.565,0,1,1,0,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,reentrancy,,1591,1614,1641,1917,6763
access_control/simple_suicide.sol,access_control,access_control,access_control,,,3.635,0,0,1,1,0,0,gpt-4.1-nano,1,0,,access_control,,access_control,access_control,,357,425,361,551,1694
access_control/unprotected0.sol,access_control,access_control,access_control,,,3.438,0,0,1,1,0,0,gpt-4.1-nano,1,0,,access_control,,access_control,access_control,,430,493,434,615,1972
access_control/wallet_02_refund_nosub.sol,access_control,reentrancy,,reentrancy,access_control,3.329,0,1,1,0,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy,,591,619,538,808,2556
access_control/wallet_03_wrong_constructor.sol,access_control,access_control|reentrancy,access_control,reentrancy,,7.007,0,1,1,1,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy|access_control,,551,574,506,801,2432
access_control/wallet_04_confused_sign.sol,access_control,reentrancy,,reentrancy,access_control,2.359,0,1,1,0,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy,,556,586,511,759,2412
reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,4.672,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,751,719,756,1006,3232
reentrancy/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,2.867,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,637,602,643,893,2775
reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,3.207,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,755,721,758,1005,3239
reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,reentrancy,reentrancy,reentrancy,,,2.664,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,715,678,664,867,2924
reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,reentrancy,reentrancy,reentrancy,,,2.151,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,716,679,665,868,2928
reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,reentrancy,reentrancy,reentrancy,,,4.707,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy,,746,1004,693,1192,3635
reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,4.556,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,690,657,695,938,2980
reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,reentrancy,reentrancy,reentrancy,,,7.547,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,reentrancy,,686,708,692,943,3029
reentrancy/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,reentrancy,access_control|reentrancy|timestamp_dependency,reentrancy,access_control|timestamp_dependency,,3.69,1,1,0,1,0,1,gpt-4.1-nano,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,reentrancy|access_control|timestamp_dependency,,697,729,693,1073,3192
reentrancy/0x8c7777c45481dba411450c228cb692ac3d550344.sol,reentrancy,reentrancy,reentrancy,,,2.231,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,648,615,601,791,2655
reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,2.839,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,692,661,698,938,2989
reentrancy/0x941d225236464a25eb18076df7da6a91d0f95e9e.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,4.119,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,667,632,673,923,2895
reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,3.054,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,777,744,784,1035,3340
reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,3.196,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,711,679,724,974,3088
reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,3.71,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,641,609,652,898,2800
reentrancy/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,4.363,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,637,602,647,901,2787
reentrancy/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f.sol,reentrancy,reentrancy,reentrancy,,,2.379,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,649,614,600,794,2657
reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,reentrancy,reentrancy,reentrancy,,,3.483,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,reentrancy,,774,873,781,1103,3531
reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,4.031,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,690,657,689,937,2973
reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,2.933,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,690,657,689,937,2973
reentrancy/etherbank.sol,reentrancy,reentrancy,reentrancy,,,6.645,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,474,446,432,612,1964
reentrancy/etherstore.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,3.018,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,535,504,545,787,2371
reentrancy/modifier_reentrancy.sol,reentrancy,reentrancy,reentrancy,,,4.082,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,660,617,603,814,2694
reentrancy/reentrance.sol,reentrancy,reentrancy,reentrancy,,,2.211,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,509,478,464,650,2101
reentrancy/reentrancy_bonus.sol,reentrancy,reentrancy,reentrancy,,,3.001,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,559,520,506,707,2292
reentrancy/reentrancy_cross_function.sol,reentrancy,reentrancy,reentrancy,,,2.394,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,517,477,463,659,2116
reentrancy/reentrancy_dao.sol,reentrancy,reentrancy,reentrancy,,,2.171,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,485,452,438,628,2003
reentrancy/reentrancy_insecure.sol,reentrancy,reentrancy,reentrancy,,,2.347,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,467,436,422,608,1933
reentrancy/reentrancy_simple.sol,reentrancy,reentrancy,reentrancy,,,2.693,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,499,468,454,644,2065
reentrancy/simple_dao.sol,reentrancy,reentrancy,reentrancy,,,2.355,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,462,432,418,601,1913
reentrancy/spank_chain_payment.sol,reentrancy,access_control|reentrancy|timestamp_dependency,reentrancy,access_control|timestamp_dependency,,4.909,1,1,0,1,0,1,gpt-4.1-nano,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,reentrancy|access_control|timestamp_dependency,,9107,9075,9061,9521,36764
time_manipulation/ether_lotto.sol,timestamp_dependency,reentrancy|timestamp_dependency,timestamp_dependency,reentrancy,,3.501,0,1,0,0,1,1,gpt-4.1-nano,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,reentrancy|timestamp_dependency,,709,725,714,1036,3184
time_manipulation/governmental_survey.sol,timestamp_dependency,reentrancy|timestamp_dependency,timestamp_dependency,reentrancy,,3.275,0,1,0,0,1,1,gpt-4.1-nano,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,reentrancy|timestamp_dependency,,619,682,617,965,2883
time_manipulation/lottopollo.sol,timestamp_dependency,reentrancy|timestamp_dependency,timestamp_dependency,reentrancy,,3.608,0,1,0,0,1,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,537,501,528,776,2342
time_manipulation/roulette.sol,timestamp_dependency,reentrancy|timestamp_dependency,timestamp_dependency,reentrancy,,3.967,0,1,0,0,1,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,501,459,502,769,2231
time_manipulation/timed_crowdsale.sol,timestamp_dependency,timestamp_dependency,timestamp_dependency,,,2.34,0,0,0,0,1,1,gpt-4.1-nano,1,0,,,timestamp_dependency,timestamp_dependency,timestamp_dependency,,379,397,436,577,1789
