contract_id,gt_classes,pred_classes,tp_classes,fp_classes,fn_classes,runtime_seconds,gt_reentrancy,pred_reentrancy,gt_access_control,pred_access_control,gt_timestamp_dependency,pred_timestamp_dependency,model,use_moderator,skipped,reentrancy_spec,access_control_spec,timestamp_dependency_spec,specialist_union,moderator_classes,moderator_error,reentrancy_spec_tokens,access_control_spec_tokens,timestamp_dependency_spec_tokens,moderator_tokens,total_tokens
reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,10.504,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,774,741,779,1022,3316
reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,4.136,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,690,657,695,938,2980
reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,3.407,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,690,657,689,937,2973
reentrancy/etherbank.sol,reentrancy,reentrancy,reentrancy,,,6.0,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy,,474,506,432,676,2088
reentrancy/etherstore.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,3.959,1,1,0,0,0,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,535,504,545,787,2371
reentrancy/modifier_reentrancy.sol,reentrancy,reentrancy,reentrancy,,,2.932,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,654,617,603,805,2679
reentrancy/reentrance.sol,reentrancy,reentrancy,reentrancy,,,2.533,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,509,478,464,650,2101
reentrancy/reentrancy_bonus.sol,reentrancy,reentrancy,reentrancy,,,10.371,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,559,520,506,708,2293
reentrancy/reentrancy_cross_function.sol,reentrancy,reentrancy,reentrancy,,,2.302,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,517,477,463,663,2120
reentrancy/reentrancy_dao.sol,reentrancy,reentrancy,reentrancy,,,2.478,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy,,483,510,438,682,2113
reentrancy/reentrancy_insecure.sol,reentrancy,reentrancy,reentrancy,,,2.677,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,467,436,422,608,1933
reentrancy/reentrancy_simple.sol,reentrancy,reentrancy,reentrancy,,,3.701,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,499,468,454,644,2065
reentrancy/simple_dao.sol,reentrancy,reentrancy,reentrancy,,,6.775,1,1,0,0,0,0,gpt-4.1-nano,1,0,reentrancy,,,reentrancy,reentrancy,,462,432,418,602,1914
reentrancy/spank_chain_payment.sol,reentrancy,access_control|reentrancy|timestamp_dependency,reentrancy,access_control|timestamp_dependency,,4.189,1,1,0,1,0,1,gpt-4.1-nano,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,reentrancy|access_control|timestamp_dependency,,9108,9075,9061,9523,36767
time_manipulation/ether_lotto.sol,timestamp_dependency,reentrancy|timestamp_dependency,timestamp_dependency,reentrancy,,5.003,0,1,0,0,1,1,gpt-4.1-nano,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,reentrancy|timestamp_dependency,,708,730,714,1039,3191
time_manipulation/governmental_survey.sol,timestamp_dependency,reentrancy,,reentrancy,timestamp_dependency,2.663,0,1,0,0,1,0,gpt-4.1-nano,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,reentrancy,,619,627,617,860,2723
time_manipulation/lottopollo.sol,timestamp_dependency,reentrancy|timestamp_dependency,timestamp_dependency,reentrancy,,5.176,0,1,0,0,1,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,531,501,528,754,2314
time_manipulation/roulette.sol,timestamp_dependency,reentrancy|timestamp_dependency,timestamp_dependency,reentrancy,,3.263,0,1,0,0,1,1,gpt-4.1-nano,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,512,459,502,784,2257
time_manipulation/timed_crowdsale.sol,timestamp_dependency,timestamp_dependency,timestamp_dependency,,,2.823,0,0,0,0,1,1,gpt-4.1-nano,1,0,,,timestamp_dependency,timestamp_dependency,timestamp_dependency,,379,397,436,577,1789
